probe_id	chromosome	position	VALUE
ID_2300_RP11_384P5	9	80428793	-0.1474
ID_2301_RP11_400A24	9	108532077	-0.0638
ID_2302_RP11_112J1	3	186713943	0.0859
ID_2303_RP11_114F20	3	197128585	0.1396
ID_2304_RP11_114M17	5	6559141	0.2409
ID_2305_RP11_119E13	3	186890222	0.0732
ID_2306_RP11_120I18	14	28076033	-0.1021
ID_2307_RP11_121C18	11	21678597	-0.0258
ID_2308_RP11_127A24	7	49856279	0.2872
ID_2309_RP11_128A6	7	129062135	0.3516
ID_2310_RP11_131J4	11	55399398	-0.1848
ID_2311_RP11_139J6	2	96081884	0.3706
ID_2312_RP11_140M23	4	172978893	-0.0104
ID_2313_RP11_142G8	11	66432091	0.0939
ID_2314_RP11_2F15	8	87142854	-0.0481
ID_2315_RP11_3B17	1	190814442	-0.1204
ID_2316_RP11_3P4	2	147534315	0.1252
ID_2317_RP11_19B7	5	64889982	-0.0711
ID_2318_RP11_20O13	5	93718258	-0.1964
ID_2319_RP11_44J9	13	26701440	0.1196
ID_2320_RP11_45M12	8	4138297	-0.2141
ID_2321_RP11_63M22	16	66651684	0.1739
ID_2322_RP11_101K2	12	71135176	-0.0071
ID_2323_RP11_105D1	15	50934263	-0.0474
ID_2324_RP11_114N19	14	81041829	0.0112
ID_2325_RP11_10M21	13	66949203	0.6736
ID_2326_RP11_26A3	13	22636892	-0.0758
ID_2327_RP11_56M2	13	36530629	-0.0558
ID_2328_RP11_125A7	13	41790474	-0.0151
ID_2329_RP11_131P10	13	38402138	0.0206
ID_2330_RP11_174I10	13	48407175	0.0252
ID_2331_RP11_275J18	13	89109217	-0.0874
ID_2332_RP11_310D8	13	112009672	-0.0038
ID_2333_RP11_327P2	13	51771385	0.1856
ID_2334_RP11_408L13	13	47509269	-0.1084
ID_2335_RP11_436I5	13	69755918	-0.0198
ID_2336_RP11_478B20	13	55986114	0.1166
ID_2337_RP11_279K24	4	186134898	0.1796
ID_2338_RP11_315M18	18	79658776	0.2996
ID_2339_RP11_463J10	14	51926214	-0.0131
ID_2340_RP11_1J4	2	52628880	0.0752
ID_2341_RP11_5O9	17	5351578	0.1132
ID_2342_RP11_26L18	5	22353518	-0.0304
ID_2343_RP11_81E19	2	188883245	0.1249
ID_2344_RP11_186F10	12	71583612	0.1356
ID_2345_RP11_53M11	8	54511015	0.0329
ID_2346_RP11_56C4	3	192743179	-0.0071
ID_2347_RP11_58C7	2	137688678	0.1069
ID_2348_RP11_61J14	18	58839123	0.3456
ID_2349_RP11_62M21	18	38551747	0.0926
ID_2350_RP11_64I2	7	39535596	0.3089
ID_2351_RP11_69O6	2	121401618	0.2082
ID_2352_RP11_70L16	2	228823240	0.2832
ID_2353_RP11_71G7	3	176566804	0.0049
ID_2354_RP11_77K12	16	75386073	0.0092
ID_2355_RP11_78O10	3	49912950	0.2609
ID_2356_RP11_79J20	14	89366851	0.1249
ID_2357_RP11_15G16	1	161959120	0.2466
ID_2358_RP11_29A2	8	5336192	-0.1641
ID_2359_RP11_37E19	X	29000780	0.0076
ID_2360_RP11_106E3	7	2771839	0.3196
ID_2361_RP11_112N23	12	50429142	0.1006
ID_2362_RP11_115K3	17	37888312	0.1912
ID_2363_RP11_237G17	7	141599432	0.3162
ID_2364_RP11_269G2	5	13243443	0.0089
ID_2365_RP11_302O8	11	30674955	-0.1374
ID_2366_RP11_374N8	7	144860432	-0.1691
ID_2367_RP11_392O1	17	43576373	0.3582
ID_2368_RP11_415K6	5	14635850	0.1996
ID_2369_RP11_422B1	2	58179271	-0.0054
ID_2370_RP11_17C4	4	157525185	-0.0174
ID_2371_RP11_17L5	2	43278956	1.5366
ID_2372_RP11_18L17	3	24222855	-0.1014
ID_2373_RP11_21B21	16	88578195	0.2476
ID_2374_RP11_21E8	8	101304626	0.0779
ID_2375_RP11_21I1	12	69854967	0.0799
ID_2376_RP11_23H14	2	160207528	0.0872
ID_2377_RP11_23N11	1	19853737	0.0432
ID_2378_RP11_24H13	4	34869595	0.0056
ID_2379_RP11_149G17	11	134235335	-0.0784
ID_2380_RP11_150P21	8	102799557	0.1616
ID_2381_RP11_152H18	11	8737203	0.2306
ID_2382_RP11_158L8	2	173512052	0.0966
ID_2383_RP11_161I2	8	18644164	-0.3181
ID_2384_RP11_164H13	14	95746586	-0.1108
ID_2385_RP11_167P11	16	67705127	0.2769
ID_2386_RP11_169J21	X	28414613	-0.0154
ID_2387_RP11_177H2	8	10901180	-0.0331
ID_2388_RP11_178F10	18	24446679	0.2292
ID_2389_RP11_179O11	14	83600074	-0.1671
ID_2390_RP11_285H23	2	144210385	-0.0338
ID_2391_RP11_286P15	3	110456897	-0.1604
ID_2392_RP11_289A1	18	30953230	0.0099
ID_2393_RP11_297N6	1	75671154	-0.3248
ID_2394_RP11_298E18	2	124529101	0.2366
ID_2395_RP11_303I4	2	80652638	0.0142
ID_2396_RP11_304L20	14	54937148	0.2726
ID_2397_RP11_307P22	14	60765578	0.1132
ID_2398_RP11_314L11	2	127422640	0.2122
ID_2399_RP11_315O8	15	46066847	-0.2098
ID_2400_RP11_317A20	12	130032042	0.1292
ID_2401_RP11_89F17	3	51549844	0.0306
ID_2410_RP11_327P22	1	34734767	0.2452
ID_2411_RP11_184I16	1	43824137	0.1636
ID_2412_RP11_330M19	1	47864198	0.2469
ID_2413_RP11_338F23	1	83348220	0.0222
ID_2414_RP11_298P9	1	90220048	0.0416
ID_2415_RP11_122C9	1	96723637	-0.0461
ID_2416_RP11_326G21	1	148981868	-0.1151
ID_2417_RP11_422P24	1	154094802	0.2779
ID_2418_RP11_46A10	1	180959195	0.1826
ID_2419_RP11_463J7	1	190739934	0.0602
ID_2420_RP4_686C3	20	2592311	-0.0228
ID_2421_RP4_741H3	20	3599771	-0.0771
ID_2422_RP4_788L20	20	22608554	-0.0161
ID_2423_RP5_1096J16	20	20263285	-0.1118
ID_2424_RP5_1153D9	20	56502186	-0.0224
ID_2425_RP5_892M9	20	40180798	-0.0924
ID_2426_RP11_329J7	22	28484501	-0.0808
ID_2427_CTA_799F10	22	50652181	0.1269
ID_2428_CTA_57G9	22	29173482	0.0399
ID_2429_CTA_29F11	22	46754613	0.1362
ID_2430_RP11_545E17	9	128782747	0.0769
ID_2431_RP11_570D4	9	111982217	-0.0301
ID_2432_RP11_570F6	13	26509830	0.0336
ID_2433_RP13_329D4	20	26184599	-0.0424
ID_2434_RP11_253L3	X	74335082	0.1366
ID_2435_RP11_386N14	X	44943957	0.1169
ID_2436_RP11_445O16	X	57012367	-0.0188
ID_2437_GS1_91O18	X	143265309	0.0199
ID_2438_RP11_89C12	2	81610614	-0.0158
ID_2439_RP11_89F18	3	23558850	-0.1414
ID_2440_RP11_90B9	15	82935715	0.0562
ID_2441_RP11_93E4	11	122835988	0.9799
ID_2442_RP11_94A14	3	10684205	0.1319
ID_2443_RP11_95E2	7	50494975	0.4069
ID_2444_RP11_100N21	4	47651326	-0.1714
ID_2445_RP11_102G17	7	137357933	0.1706
ID_2446_RP11_104O19	17	4235452	0.2082
ID_2447_RP11_108L12	11	42964374	-0.0278
ID_2448_RP11_109F18	4	107577382	-0.1554
ID_2449_RP11_110J12	12	117745342	0.2359
ID_2450_RP11_564A8	1	206944270	0.2199
ID_2451_RP11_286E7	1	213240875	0.0372
ID_2452_RP11_66M7	1	217051950	-0.0368
ID_2453_RP11_509I1	1	235734010	-0.0448
ID_2454_RP11_80B9	1	240814408	0.0306
ID_2455_RP11_399B15	1	245096918	0.0882
ID_2456_RP11_478H13	10	28736250	-0.2481
ID_2457_RP11_506B4	10	74381129	0.0256
ID_2458_RP11_541M12	10	48455630	0.2979
ID_2459_GS1_756B1	10	8201083	0.1176
ID_2460_RP11_556H17	2	241120047	0.1432
ID_2461_RP11_560B16	11	6856342	0.0219
ID_2462_RP11_567O16	17	82823278	0.3599
ID_2463_RP11_569N5	11	68651408	-0.0398
ID_2464_RP11_571N3	7	46117699	0.3302
ID_2465_RP11_304D2	21	18009798	0.0396
ID_2466_RP11_98O13	21	37784423	0.0716
ID_2467_RP11_164E1	21	38376908	0.1112
ID_2468_RP11_495B4	6	153770470	-0.0468
ID_2469_RP11_15H7	6	139680815	0.0422
ID_2470_RP11_30P6	6	85361996	-0.0778
ID_2471_RP11_174B19	6	5177731	0.1719
ID_2472_RP11_227E22	6	43982235	0.2729
ID_2473_RP11_289E16	4	102940222	-0.1481
ID_2474_RP11_386H19	6	144754163	0.0326
ID_2475_RP11_448D5	6	136854835	0.0129
ID_2476_RP11_505K1	6	112866121	-0.3431
ID_2477_RP11_557H15	6	134519202	0.0606
ID_2478_RP1_77O19	X	102433430	-0.0034
ID_2479_RP1_115K14	X	112690231	0.0759
ID_2480_RP1_181N1	X	123320038	0.0502
ID_2481_RP3_394H4	X	117512043	0.5479
ID_2482_RP3_428A13	X	127406064	0.0926
ID_2483_RP3_501A4	X	54040307	0.1842
ID_2484_RP5_966K21	X	57845019	-0.0241
ID_2485_RP5_1158E12	X	45864010	0.1222
ID_2486_RP3_515N1	22	31239321	0.0866
ID_2487_RP5_925J7	22	49007753	0.0776
ID_2488_RP1_251M9	10	10942513	0.0852
ID_2489_RP1_122O8	6	89677598	-0.2504
ID_2490_RP1_154G14	6	90535354	-0.1928
ID_2491_RP1_232K4	6	15423429	-0.1444
ID_2492_RP3_393D12	6	96583893	-0.0418
ID_2493_RP3_422B11	6	57399334	0.5446
ID_2494_RP3_460G2	6	140812975	0.1086
ID_2495_RP3_510L9	6	11374337	-0.1411
ID_2496_RP1_71D21	6	110356938	-0.1391
ID_2497_RP3_475J3	6	120180575	-0.2204
ID_2498_RP11_29B9	9	7990705	0.1659
ID_2499_RP11_33G16	9	25781709	-0.2221
ID_2500_RP11_59M22	9	84454266	0.1036
ID_2501_RP11_123J20	9	17936532	0.0202
ID_2502_RP11_141J10	9	70758464	-0.0621
ID_2503_RP11_153P4	9	133766197	0.2619
ID_2504_RP11_265B8	9	68934855	-0.1121
ID_2505_RP11_279I21	9	94722972	0.0746
ID_2506_RP11_320E16	9	2531458	0.0789
ID_2507_RP11_417A4	9	137605305	0.1692
ID_2508_RP11_429L21	9	72556778	-0.0261
ID_2509_RP11_440G5	9	91454041	-0.0788
ID_2510_RP11_115F18	12	40386241	-0.0678
ID_2511_RP11_115M13	8	107977315	-0.1911
ID_2512_RP11_117L15	3	155525582	-0.0474
ID_2513_RP11_122K22	16	51840291	0.0282
ID_2514_RP11_123I8	4	85331940	-0.2028
ID_2515_RP11_125K7	2	680946	0.3216
ID_2516_RP11_133L19	15	86930275	-0.0554
ID_2517_RP11_135N5	17	2552052	0.1302
ID_2518_RP11_137O10	11	87606309	-0.2501
ID_2519_RP11_144C18	14	27114139	0.0069
ID_2520_RP11_147B17	16	50575862	0.2506
ID_2521_RP11_148F12	16	63420882	-0.1058
ID_2522_RP11_12D5	X	27917421	-0.0521
ID_2523_RP11_13K8	5	120386798	-0.1064
ID_2524_RP11_16A6	5	31380071	0.0026
ID_2525_RP11_23B13	2	30673002	0.2876
ID_2526_RP11_29E4	2	185325678	-0.0681
ID_2527_RP11_68I8	14	98387517	0.0942
ID_2528_RP11_86K22	15	57921723	-0.1584
ID_2529_RP11_95A10	7	95748554	0.0746
ID_2530_RP11_115N5	17	65851168	-0.0078
ID_2531_RP11_141H20	2	169306739	0.0636
ID_2532_RP11_76K19	13	19664810	-0.0454
ID_2533_RP11_95N14	13	31681788	0.0369
ID_2534_RP11_115N13	13	82646238	-0.0534
ID_2535_RP11_193B6	21	13250523	-0.1758
ID_2536_RP11_232K22	13	107167485	-0.0898
ID_2537_RP11_247M1	13	46313026	0.0016
ID_2538_RP11_365J7	13	87396803	-0.0838
ID_2539_RP11_383H17	13	97917398	0.0276
ID_2540_RP11_393H6	13	71695512	-0.1471
ID_2541_RP11_513N16	13	107943332	-0.1548
ID_2542_RP11_533P8	13	81503266	-0.1114
ID_2543_RP11_556N21	13	24540677	0.0642
ID_2544_RP11_354C17	4	95933643	-0.2068
ID_2545_RP11_382A21	3	10050171	0.1799
ID_2546_RP11_413M10	19	34144168	0.1519
ID_2547_RP11_28P24	5	19676266	-0.0284
ID_2548_RP11_144K9	17	7134583	0.2882
ID_2549_RP11_257P13	14	90466115	0.2649
ID_2550_RP11_58O9	17	40428066	0.3176
ID_2551_RP11_59J16	3	127474235	0.1206
ID_2552_RP11_60C8	8	15460670	-0.4881
ID_2553_RP11_65J14	3	186175264	-0.0698
ID_2554_RP11_67F24	3	160032456	0.0156
ID_2555_RP11_67N21	8	117300984	-0.1488
ID_2556_RP11_72C9	11	24479304	-0.1204
ID_2557_RP11_74H8	17	66750098	0.0999
ID_2558_RP11_76E22	18	50767682	0.2369
ID_2559_RP11_81P15	3	87002290	-0.1618
ID_2560_RP11_83M8	2	10233993	0.4582
ID_2561_RP11_52M17	7	44560661	0.4622
ID_2562_RP11_75P13	8	34394328	0.0319
ID_2563_RP11_89A16	8	65026102	-0.0191
ID_2564_RP11_162P23	10	26664761	-0.2651
ID_2565_RP11_211J15	7	21251498	0.1432
ID_2566_RP11_317C13	7	154287478	0.1046
ID_2567_RP11_333E1	17	5322254	0.0829
ID_2568_RP11_352E12	7	10236045	0.0369
ID_2569_RP11_451H11	12	5947344	0.3376
ID_2570_RP11_472K18	8	143106162	0.2756
ID_2571_RP11_506M12	7	100072235	0.4936
ID_2572_RP11_15J24	2	204688109	-0.0728
ID_2573_RP11_16G16	4	105281083	-0.1218
ID_2574_RP11_16K5	11	96268332	-0.0944
ID_2575_RP11_19E11	2	118883251	0.2359
ID_2576_RP11_20M7	4	32569725	-0.0401
ID_2577_RP11_24I19	12	94159057	0.2416
ID_2578_RP11_25E2	12	115110363	0.1469
ID_2579_RP11_153F6	11	79328071	-0.1398
ID_2580_RP11_155C2	17	74035618	0.0846
ID_2581_RP11_156L14	17	62719505	0.2676
ID_2582_RP11_164M8	18	41560077	0.0556
ID_2583_RP11_165M2	16	55901324	0.0752
ID_2584_RP11_167B4	16	6262906	0.0372
ID_2585_RP11_170K19	3	59827880	-0.0024
ID_2586_RP11_172M18	8	138298893	0.0632
ID_2587_RP11_175P8	7	32361144	0.1829
ID_2588_RP11_181K12	4	145869230	-0.0048
ID_2589_RP11_189D22	17	18183497	0.3242
ID_2590_RP11_291G24	18	1652631	-0.1114
ID_2591_RP11_292M11	5	170338061	-0.1644
ID_2592_RP11_295A20	12	88720790	-0.1764
ID_2593_RP11_299H21	2	101296228	0.4086
ID_2594_RP11_301H24	4	145500919	-0.1928
ID_2595_RP11_302B13	12	48973516	0.2709
ID_2596_RP11_309N8	2	201845914	0.1942
ID_2597_RP11_313C15	8	72741720	-0.0658
ID_2598_RP11_320L11	11	86331646	-0.1358
ID_2599_RP11_322N7	12	119226580	0.1699
ID_2600_RP11_323N12	6	135262925	0.0926
ID_2604_RP11_122D19	3	54088847	0.2296
ID_2611_RP11_2K17	10	14964674	0.0386
ID_2612_RP11_14C22	10	30596996	-0.1344
ID_2613_RP11_19C6	10	97951150	0.1762
ID_2614_RP11_96N16	10	116130403	0.0166
ID_2615_RP11_124O11	10	42930090	0.0909
ID_2616_RP11_154P11	10	4377419	0.0669
ID_2617_RP11_196N24	10	96723671	0.0992
ID_2618_RP11_248J23	10	95946918	-0.0551
ID_2619_RP11_271I13	10	109830634	0.0832
ID_2620_RP11_337F21	10	17018566	0.0379
ID_2621_RP11_345K20	10	73525274	0.0802
ID_2622_RP11_355F22	10	117836141	-0.0044
ID_2623_RP11_505G12	5	162936480	-0.0764
ID_2624_RP11_506H21	17	58161558	0.1949
ID_2625_RP11_508L23	2	53784597	0.0686
ID_2626_RP11_516C4	2	225075016	0.0782
ID_2627_RP11_519G16	15	45433896	0.0909
ID_2628_RP11_521J5	3	124134038	0.0029
ID_2629_RP11_527H14	18	14931071	0.0646
ID_2630_RP11_529P9	3	97418020	-0.1674
ID_2631_RP11_532F12	15	40775777	-0.0214
ID_2632_RP11_540E4	8	8209541	-0.3181
ID_2633_RP11_541L7	11	27328072	-0.0111
ID_2634_RP4_785P20	1	3378364	0.3452
ID_2635_RP4_575L21	1	10140147	0.0982
ID_2636_RP4_560M15	1	15293951	0.1129
ID_2637_RP4_739H11	1	40656427	0.0502
ID_2638_RP4_631H13	1	52897253	0.0979
ID_2639_RP4_668G5	1	60879606	-0.0031
ID_2640_RP4_604P14	1	84868745	-0.1911
ID_2641_RP4_665J23	1	90883166	-0.1618
ID_2642_RP5_1108M17	1	103609050	-0.8598
ID_2643_RP1_206D15	1	169436184	-0.0604
ID_2644_RP3_433G19	1	174883908	-0.0138
ID_2645_RP4_768P8	1	184576451	0.0106
ID_2646_RP1_27J12	17	14520837	-0.0388
ID_2647_RP1_46F2	12	110952296	0.1759
ID_2648_RP1_66P19	5	131686372	-0.0624
ID_2649_RP1_261P5	12	112247941	0.1826
ID_2650_RP3_323A24	4	2820297	0.0169
ID_2651_RP3_443N8	15	90243424	0.0902
ID_2652_RP4_593A12	8	1668851	0.0739
ID_2653_RP4_613B23	3	42675906	0.0122
ID_2654_RP4_703P8	7	157646987	0.3956
ID_2655_RP5_837J1	17	35039632	0.0919
ID_2656_RP5_874H1	11	30746597	0.0066
ID_2657_RP5_894A10	7	141689006	0.2516
ID_2658_RP11_458J18	2	19356836	0.1946
ID_2659_RP11_462G12	16	4035067	-0.0734
ID_2660_RP11_475N22	3	128602022	0.1862
ID_2661_RP11_478M13	16	85868857	0.1256
ID_2662_RP11_479L11	2	209477976	0.0559
ID_2663_RP11_484N16	18	70182939	0.0789
ID_2664_RP11_485O17	2	6649966	0.1219
ID_2665_RP11_488M6	3	13549042	0.1882
ID_2666_RP11_495K9	12	131784038	0.1476
ID_2667_RP11_498P15	3	162355076	-0.0684
ID_2668_RP11_501E14	4	120670325	-0.1304
ID_2669_RP11_397D2	2	222361008	-0.0158
ID_2670_RP11_412L4	5	56215472	0.1419
ID_2671_RP11_417N10	16	71770288	0.0742
ID_2672_RP11_446C5	16	81342925	0.2776
ID_2673_RP11_455I9	8	118200183	-0.0718
ID_2674_RP11_469G19	5	165477644	-0.1244
ID_2675_RP11_507C18	2	204242243	0.1606
ID_2676_RP11_524F11	17	17585769	0.3082
ID_2677_RP11_536K17	8	116302601	-0.0994
ID_2678_RP11_569M1	19	42332817	0.3816
ID_2679_CTB_3C20	5	156203380	0.0079
ID_2680_CTB_46B19	5	138953497	0.1049
ID_2681_CTB_55A14	5	168340465	0.1699
ID_2682_CTC_251H24	19	18335456	0.7372
ID_2683_CTC_307M15	5	149924992	0.0736
ID_2684_CTC_352M6	5	128317525	-0.0214
ID_2685_CTC_480C2	7	95480133	0.1379
ID_2686_CTC_533D18	5	73525713	0.0352
ID_2687_CTC_564E20	5	98709765	-0.0018
ID_2688_CTD_2274H20	5	10374666	0.1252
ID_2689_CTD_2324F15	5	6251880	0.1222
ID_2690_CTD_2346M20	5	7425322	-0.0034
ID_2691_RP11_238P13	18	74719013	0.0589
ID_2692_RP11_239J2	3	113619678	-0.0758
ID_2693_RP11_241P12	8	9978735	-0.1478
ID_2694_RP11_251C9	3	150989526	-0.0731
ID_2695_RP11_253K11	3	68427554	-0.0604
ID_2696_RP11_255I14	12	74490057	0.0076
ID_2697_RP11_262P8	15	98864845	-0.0848
ID_2698_RP11_263I19	15	43686479	0.0409
ID_2699_RP11_264F20	13	47151963	-0.0574
ID_2700_RP11_25J3	12	75576251	0.1049
ID_2701_RP11_26D24	19	21450085	0.0012
ID_2702_RP11_30H9	14	28916550	-0.2631
ID_2703_RP11_31L22	11	72699040	0.2096
ID_2704_RP11_33E18	3	5582712	0.0096
ID_2705_RP11_38C1	19	35785107	0.4899
ID_2706_RP11_39B14	5	94263205	-0.1428
ID_2707_RP11_44A1	3	172571406	0.0796
ID_2708_RP11_46C20	5	27528706	-0.0348
ID_2709_RP11_46G17	8	50499245	-0.1561
ID_2710_RP11_48B3	8	80496354	0.0662
ID_2711_RP11_1A1	2	194738376	0.1716
ID_2712_RP11_1G8	4	162399050	-0.1434
ID_2713_RP11_1L22	2	132501973	0.2559
ID_2714_RP11_2L4	16	82609394	0.0332
ID_2715_RP11_3F11	3	151885017	0.0112
ID_2716_RP11_3N13	8	74863390	-0.1258
ID_2717_RP11_6C14	4	159843593	-0.1944
ID_2718_RP11_7H13	2	52921971	0.0866
ID_2719_RP11_8A1	12	115858103	0.2006
ID_2720_RP11_10H6	3	3224627	-0.0094
ID_2721_RP11_11C16	12	127805025	0.1696
ID_2722_RP11_11L6	3	28718619	-0.1678
ID_2723_RP11_3J10	9	37850551	0.0679
ID_2724_RP11_56K21	19	14430093	0.1376
ID_2725_RP11_112J3	9	35777809	0.2112
ID_2726_RP11_419I14	1	70025043	-0.0448
ID_2727_RP11_475I24	9	42564048	-0.1604
ID_2729_RP11_366K18	8	66186748	0.0602
ID_2730_RP11_368N21	16	29590454	0.1226
ID_2731_RP11_378A13	2	218445580	0.5119
ID_2732_RP11_380C8	18	21394283	0.2082
ID_2733_RP11_381N20	4	123452356	0.0752
ID_2734_RP11_390F17	12	59555021	0.1416
ID_2735_RP11_392H18	3	190375772	-0.0078
ID_2736_RP11_394D6	5	125894495	0.0502
ID_2737_RP11_401N18	8	49909528	0.0192
ID_2738_RP11_404G1	17	7804792	0.2579
ID_2739_RP11_406A18	X	21596640	0.1212
ID_2740_RP11_154D3	3	62138948	-0.0741
ID_2741_RP11_158G19	19	53943202	0.4186
ID_2742_RP11_210O14	5	60872423	0.0826
ID_2743_RP11_215G15	5	10681680	0.1556
ID_2744_RP11_235I1	Y	14646641	0.3762
ID_2745_RP11_269M20	5	50669253	-0.1051
ID_2746_RP11_276O18	5	110064523	0.0302
ID_2747_RP11_298I23	14	95448554	-0.0324
ID_2748_RP11_343P21	7	24568269	0.0929
ID_2749_RP11_351N6	5	26410794	0.0479
ID_2750_RP11_414J4	15	74765999	0.1466
ID_2751_RP11_415L23	4	48079155	-0.1078
ID_2752_RP11_421K1	X	19227963	0.1032
ID_2753_RP11_423O13	9	87166247	-0.0914
ID_2754_RP11_424O11	11	64108418	0.6369
ID_2755_RP11_434D11	5	126775759	0.1632
ID_2756_RP11_436E24	2	134271774	0.1432
ID_2757_RP11_437F6	12	23652930	-0.0838
ID_2758_RP11_443K8	2	108361826	0.2859
ID_2759_RP11_445F12	17	36849101	0.2682
ID_2760_RP11_446P9	15	25946376	0.0209
ID_2761_RP5_1057I20	12	47890823	0.1489
ID_2762_RP1_289H18	3	48128190	0.1939
ID_2763_RP3_431A14	6	36772183	0.2942
ID_2764_RP4_607I7	11	35085411	0.1332
ID_2765_RP5_894K16	20	50474759	0.1586
ID_2766_RP1_241C15	5	132108289	0.3346
ID_2767_LL22NC03_10C3	22	39231540	0.2062
ID_2768_RP11_579A4	17	58782870	0.0929
ID_2769_RP11_667P13	5	78866717	0.0739
ID_2770_RP11_707G18	12	25314666	0.1826
ID_2771_RP11_1021H16	21	26619541	-0.0701
ID_2772_CTB_1013N12	7	116764708	0.1496
ID_2773_CTB_1114A6	3	7501204	-0.0691
ID_2774_CTD_2545M3	19	50475850	0.6212
ID_2775_RP11_21L20	18	69050875	0.1266
ID_2776_RP11_21N8	3	130684387	-0.0361
ID_2777_RP11_22C8	8	48942800	0.0666
ID_2778_RP11_272E3	2	164674094	0.0372
ID_2779_RP11_277D17	3	6539304	-0.1011
ID_2780_RP11_408D2	16	32348906	-0.0808
ID_2781_RP11_410B16	12	61610694	-0.0031
ID_2782_RP11_3K16	3	169529129	0.0279
ID_2783_RP11_28F1	18	63318951	0.2829
ID_2784_RP11_45D20	10	121670329	0.0382
ID_2785_RP11_142O6	17	31223569	0.1776
ID_2786_RP11_163D23	3	12646887	0.0696
ID_2787_RP11_186B7	17	7501111	0.2962
ID_2788_RP11_305D15	13	48425381	0.0742
ID_2789_RP11_321F6	15	66654354	0.2062
ID_2790_RP11_342L10	15	98600184	0.0526
ID_2791_RP11_445L6	9	115230267	-0.0458
ID_2792_RP11_477J21	9	121233813	0.0822
ID_2793_RP11_529I10	10	101546880	0.2196
ID_2794_RP6_152E21	14	70855020	0.0449
ID_2795_RP5_1087L12	3	195879082	0.1989
ID_2796_RP5_1098O20	8	89925768	-0.1354
ID_2797_RP4_596O9	7	28525562	0.3599
ID_2798_RP4_647J21	7	45042360	0.4112
ID_2799_RP4_701O19	7	85355357	0.0509
ID_2800_RP5_1099C19	7	92564591	0.2709
ID_2801_RP11_192H6	5	25224424	-0.1221
ID_2802_RP11_195A20	5	99669175	-0.1301
ID_2803_RP11_197K1	3	136595846	-0.1108
ID_2804_RP11_204K16	14	68372626	0.0712
ID_2805_RP11_206C1	11	18215115	0.0106
ID_2806_RP11_207G14	2	129245698	0.4106
ID_2807_RP11_213L8	4	170794769	-0.1051
ID_2808_RP11_215D12	2	142310278	0.0736
ID_2809_RP11_216P6	17	1055064	0.2639
ID_2810_RP11_226O9	5	144029768	0.0019
ID_2811_RP11_228F3	4	184798133	0.0286
ID_2812_RP11_229K15	17	31022654	0.0306
ID_2813_RP11_324I10	4	4218530	0.0602
ID_2814_RP11_325L12	15	65083295	-0.0238
ID_2815_RP11_326O23	4	5139864	-0.0698
ID_2816_RP11_333K19	14	42545307	0.0692
ID_2817_RP11_335K21	4	133321177	-0.1778
ID_2818_RP11_338H14	11	95564764	-0.1274
ID_2819_RP11_345J13	2	11150841	0.3376
ID_2820_RP11_350F16	8	46868604	0.1886
ID_2821_RP11_356F24	8	28717768	1.8332
ID_2822_RP11_359H18	19	23669045	-0.0681
ID_2832_RP11_163E7	11	76210302	-0.0118
ID_2833_RP11_145H4	1	153750251	0.3529
ID_2834_RP11_1151C1	20	47546972	0.0626
ID_2835_RP11_38B21	10	44129084	0.1872
ID_2836_RP11_58O1	10	71295015	0.4022
ID_2837_RP11_80H5	10	89639723	0.0196
ID_2838_RP11_163F15	10	108568662	-0.1128
ID_2839_RP11_165P9	10	105080738	0.0589
ID_2840_RP11_183D3	10	56201652	0.1312
ID_2841_RP11_297N15	10	68091661	0.0589
ID_2842_RP11_313B15	10	54166378	0.9049
ID_2843_RP11_324L3	10	101235194	0.3626
ID_2844_RP11_364E8	10	110675312	0.1592
ID_2845_RP11_379L21	10	22892843	0.1286
ID_2846_RP11_396M20	10	86389033	0.2479
ID_2847_RP11_510I5	12	96448849	0.1856
ID_2848_RP11_512I16	5	88288175	0.0389
ID_2849_RP11_513O19	2	85520883	0.1942
ID_2850_RP11_523D2	8	78643210	0.1809
ID_2851_RP11_525J21	4	59747405	-0.0914
ID_2852_RP11_526H11	18	68121152	0.1089
ID_2853_RP11_533L7	14	53725984	0.1369
ID_2854_RP11_535A19	11	75802020	-0.0088
ID_2855_RP11_538B23	5	80677986	0.0309
ID_2856_RP11_545G16	11	133163896	-0.0694
ID_2857_RP11_547P13	2	153086167	0.1266
ID_2858_RP11_549D18	2	16296162	0.3316
ID_2859_RP1_184J9	1	23061946	0.2499
ID_2860_RP3_437I16	1	29342248	0.3442
ID_2861_RP4_731G4	1	36435508	0.2142
ID_2862_RP4_759M20	1	66503235	0.1699
ID_2863_RP5_1006B11	1	70527830	-0.0154
ID_2864_RP4_739M21	1	76959582	-0.2164
ID_2865_RP5_831G13	1	109530010	0.1519
ID_2866_RP4_787H6	1	116299882	0.1202
ID_2867_RP4_706A17	1	149030074	0.0419
ID_2868_RP4_799G3	1	228816754	0.1886
ID_2869_RP1_137K24	5	15200255	0.0509
ID_2870_RP1_164K3	X	13077582	0.1142
ID_2871_RP1_215P15	5	70912842	0.0162
ID_2872_RP3_467F14	12	6064698	0.3039
ID_2873_RP3_514A23	14	72598455	0.2872
ID_2874_RP4_558L10	7	146703063	1.2046
ID_2875_RP4_725G10	7	56230155	0.2516
ID_2876_RP4_784G16	7	82961862	0.1626
